t,,h
3.47724,,-18.941
3.48074,,1.88168
3.48424,,-18.7584
3.48774,,-51.3019
3.49125,,-34.877
3.49475,,17.8341
3.49825,,-68.2735
3.50175,,-36.2393
3.50525,,-14.6429
3.50875,,-75.2982
3.51226,,-26.8814
3.51576,,4.62702
3.51926,,-41.8384
3.52276,,-95.544
3.52626,,-117.285
3.52976,,-112.644
3.53327,,-150.459
3.53677,,-54.9238
3.54027,,-71.6131
3.54377,,9.24849
3.54727,,-144.399
3.55078,,-77.9771
3.55428,,-82.3145
3.55778,,-0.540796
3.56128,,-171.711
3.56478,,-151.197
3.56828,,-49.0783
3.57179,,-108.365
3.57529,,-74.6538
3.57879,,-108.788
3.58229,,21.4592
3.58579,,-7.39858
3.58929,,-28.6062
3.5928,,-124.899
3.5963,,16.9585
3.5998,,-118.29
3.6033,,6.66644
3.6068,,-98.5688
3.61031,,-112.958
3.61381,,-52.1321
3.61731,,-11.1878
3.62081,,-18.2229
3.62431,,-27.0709
3.62781,,-157.709
3.63132,,-19.5887
3.63482,,-178.79
3.63832,,22.381
3.64182,,-56.1865
3.64532,,-47.9708
3.64882,,-93.8111
3.65233,,-10.4108
3.65583,,-65.3163
3.65933,,-147.722
3.66283,,27.0978
3.66633,,-59.804
3.66983,,-77.3253
3.67334,,72.1096
3.67684,,-105.171
3.68034,,62.8559
3.68384,,-50.8875
3.68734,,-19.1121
3.69085,,-49.6071
3.69435,,-133.116
3.69785,,-36.4977
3.70135,,-162.264
3.70485,,-45.1205
3.70835,,-8.6447
3.71186,,-171.906
3.71536,,-120.29
3.71886,,-64.1184
3.72236,,-27.8583
3.72586,,-4.18179
3.72936,,-59.5371
3.73287,,-12.1361
3.73637,,29.0336
3.73987,,-27.6075
3.74337,,-30.4384
3.74687,,-27.1697
3.75038,,-41.1398
3.75388,,-15.9688
3.75738,,8.90186
3.76088,,-0.150196
3.76438,,-7.67728
3.76788,,4.29934
3.77139,,8.25601
3.77489,,10.1668
3.77839,,8.05162
3.78189,,37.0537
3.78539,,21.1233
3.78889,,22.1236
3.7924,,37.1945
3.7959,,-16.5471
3.7994,,27.4008
3.8029,,36.756
3.8064,,45.5724
3.8099,,30.0721
3.81341,,18.2681
3.81691,,55.6957
3.82041,,42.1073
3.82391,,109.991
3.82741,,-0.080873
3.83092,,109.811
3.83442,,-72.4779
3.83792,,60.9434
3.84142,,87.9341
3.84492,,50.9515
3.84842,,93.6841
3.85193,,-2.85959
3.85543,,70.3382
3.85893,,45.9275
3.86243,,46.1271
3.86593,,102.741
3.86943,,-0.657817
3.87294,,81.8753
3.87644,,-11.3574
3.87994,,60.3991
3.88344,,182.864
3.88694,,56.584
3.89045,,82.3556
3.89395,,102.25
3.89745,,50.5558
3.90095,,-24.4798
3.90445,,14.1419
3.90795,,-28.6589
3.91146,,147.887
3.91496,,138.346
3.91846,,157.183
3.92196,,-43.0675
3.92546,,85.0215
3.92896,,162.757
3.93247,,-54.4981
3.93597,,81.6405
3.93947,,154.277
3.94297,,36.9533
3.94647,,66.5535
3.94997,,85.6159
3.95348,,19.9979
3.95698,,70.809
3.96048,,84.4256
3.96398,,84.4426
3.96748,,200.536
3.97099,,25.1068
3.97449,,32.909
3.97799,,-31.3627
3.98149,,113.666
3.98499,,-52.1399
3.98849,,117.724
3.992,,46.707
3.9955,,21.1433
3.999,,55.37
4.0025,,77.4267
4.006,,40.3879
4.0095,,-30.54
4.01301,,28.3836
4.01651,,59.8856
4.02001,,62.5288
4.02351,,25.5052
4.02701,,-17.7855
4.03052,,57.2367
4.03402,,-11.9079
4.03752,,29.1495
4.04102,,21.9391
4.04452,,46.5325
4.04802,,6.34631
4.05153,,13.5674
4.05503,,29.8668
4.05853,,10.6827
4.06203,,25.7159
4.06553,,-4.88611
4.06903,,8.92089
4.07254,,16.5572
4.07604,,0.281893
4.07954,,11.4972
4.08304,,-1.06639
4.08654,,-4.89558
4.09005,,-7.32923
4.09355,,0.402122
4.09705,,7.93674
4.10055,,-12.1138
4.10405,,-29.8835
4.10755,,-19.6099
4.11106,,-40.6514
4.11456,,-1.58065
4.11806,,-15.0315
4.12156,,-9.95605
4.12506,,-34.6291
4.12856,,7.47161
4.13207,,-32.4956
4.13557,,-0.888026
4.13907,,-26.8735
4.14257,,-57.1403
4.14607,,-24.512
4.14957,,4.11772
4.15308,,-20.2972
4.15658,,-73.4384
4.16008,,-36.9705
4.16358,,41.8754
4.16708,,-52.7463
4.17059,,-54.3919
4.17409,,-111.74
4.17759,,-26.2807
4.18109,,16.2289
4.18459,,-6.34006
4.18809,,-56.0174
4.1916,,-121.436
4.1951,,-76.9311
4.1986,,-55.5647
4.2021,,-55.7146
4.2056,,-49.6319
4.2091,,32.1478
4.21261,,-23.3109
4.21611,,-13.7186
4.21961,,8.9933
4.22311,,-78.3977
4.22661,,-75.0753
4.23012,,-148.738
4.23362,,-67.2082
4.23712,,-10.1188
4.24062,,-34.4742
4.24412,,13.893
4.24762,,-38.6197
4.25113,,-109.908
4.25463,,-57.1752
4.25813,,-36.0647
4.26163,,-43.1873
4.26513,,-161.389
4.26863,,-17.4418
4.27214,,-38.7589
4.27564,,-44.698
4.27914,,13.9433
4.28264,,4.13055
4.28614,,-22.3781
4.28964,,-33.8158
4.29315,,-51.2133
4.29665,,-36.9687
4.30015,,-74.2001
4.30365,,-13.4493
4.30715,,-22.7223
4.31066,,-13.5036
4.31416,,-10.2916
4.31766,,-28.2967
4.32116,,9.12861
4.32466,,-35.5748
4.32816,,-1.80468
4.33167,,-36.7987
4.33517,,2.20115
4.33867,,-47.2564
4.34217,,6.87054
4.34567,,-20.6007
4.34917,,-27.0742
4.35268,,1.38344
4.35618,,-9.86368
4.35968,,-39.0681
4.36318,,-23.8322
4.36668,,-1.13724
4.37019,,-15.473
4.37369,,3.47602
4.37719,,-0.404474
4.38069,,3.98358
4.38419,,-1.4629
4.38769,,-10.841
4.3912,,5.18067
4.3947,,-8.77024
4.3982,,3.47522
4.4017,,10.8362
4.4052,,2.93396
4.4087,,8.56591
4.41221,,15.1454
4.41571,,-0.308853
4.41921,,2.87414
4.42271,,-8.68049
4.42621,,2.31551
4.42971,,-3.12004
4.43322,,15.6733
4.43672,,5.95506
4.44022,,-12.2012
4.44372,,21.962
4.44722,,21.0244
4.45073,,11.5946
4.45423,,26.2804
4.45773,,26.4763
4.46123,,32.5623
4.46473,,18.3271
4.46823,,30.9673
4.47174,,13.8745
4.47524,,33.8525
4.47874,,66.555
4.48224,,8.22927
4.48574,,-15.8293
4.48924,,43.935
4.49275,,53.9522
4.49625,,29.6396
4.49975,,60.649
4.50325,,33.3607
4.50675,,9.73807
4.51026,,32.0237
4.51376,,68.4797
4.51726,,6.01139
4.52076,,23.9517
4.52426,,-17.5009
4.52776,,22.4548
4.53127,,53.0605
4.53477,,37.9963
4.53827,,-14.2133
4.54177,,11.6036
4.54527,,56.1663
4.54877,,24.0589
4.55228,,36.8948
4.55578,,46.5059
4.55928,,-6.02134
4.56278,,49.1314
4.56628,,8.86356
4.56978,,9.99072
4.57329,,25.8823
4.57679,,45.3942
4.58029,,15.872
4.58379,,75.5327
4.58729,,-0.565314
4.5908,,18.058
4.5943,,17.3112
4.5978,,45.9957
4.6013,,15.8695
4.6048,,29.8787
4.6083,,29.544
4.61181,,35.3112
4.61531,,-5.939
4.61881,,36.6643
4.62231,,32.5809
4.62581,,9.59428
4.62931,,-15.5106
4.63282,,41.8952
4.63632,,32.5827
4.63982,,5.12485
4.64332,,-0.360877
4.64682,,-4.17932
4.65033,,-18.7568
4.65383,,2.23859
4.65733,,11.9934
4.66083,,11.0728
4.66433,,27.4858
4.66783,,8.59782
4.67134,,-2.1881
4.67484,,21.2442
4.67834,,3.08907
4.68184,,-7.17457
4.68534,,0.577288
4.68884,,6.45189
4.69235,,4.02887
4.69585,,-1.97645
4.69935,,-0.980382
4.70285,,-5.98212
4.70635,,-0.755316
4.70985,,-0.564458
4.71336,,-0.410938
4.71686,,-4.75178
4.72036,,-8.8928
4.72386,,-2.51977
4.72736,,-6.86498
4.73087,,-4.29017
4.73437,,-10.4362
4.73787,,-14.2272
4.74137,,-13.3169
4.74487,,-9.21801
4.74837,,2.61335
4.75188,,-10.7006
4.75538,,-10.7483
4.75888,,-18.477
4.76238,,-8.47888
4.76588,,-16.1361
4.76938,,1.2371
4.77289,,-15.4176
4.77639,,-14.4299
4.77989,,-18.2927
4.78339,,-6.28
4.78689,,-21.2259
4.7904,,-2.87355
4.7939,,-3.25067
4.7974,,7.15497
4.8009,,-20.533
4.8044,,-15.7105
4.8079,,-17.8659
4.81141,,-12.0504
4.81491,,-20.0586
4.81841,,-6.58175
4.82191,,-19.8985
4.82541,,-18.0896
4.82891,,-12.0376
4.83242,,-15.6853
4.83592,,-8.2931
4.83942,,-10.7055
4.84292,,-17.1067
4.84642,,-30.7738
4.84992,,-37.0249
4.85343,,-11.8697
4.85693,,-25.3663
4.86043,,-11.1883
4.86393,,-2.05166
4.86743,,-3.60851
4.87094,,-23.034
4.87444,,-8.0617
4.87794,,1.09785
4.88144,,-3.83753
4.88494,,-3.09683
4.88844,,-4.52667
4.89195,,-17.2271
4.89545,,-8.60708
4.89895,,-8.88965
4.90245,,-18.6783
4.90595,,-3.61299
4.90945,,-21.3479
4.91296,,-14.4993
4.91646,,2.53843
4.91996,,-0.975107
4.92346,,-20.6692
4.92696,,-1.15226
4.93047,,-9.56704
4.93397,,-9.55847
4.93747,,-5.82399
4.94097,,-8.7184
4.94447,,5.1064
4.94797,,6.65316
4.95148,,-3.99013
4.95498,,4.16779
4.95848,,-0.586001
4.96198,,-15.8438
4.96548,,-1.07648
4.96898,,-1.74916
4.97249,,-12.9069
4.97599,,6.95428
4.97949,,-6.85948
4.98299,,-6.73155
4.98649,,3.25408
4.98999,,-1.1409
4.9935,,-1.49806
4.997,,4.16562
5.0005,,-0.856497
5.004,,6.89344
5.0075,,4.71755
5.01101,,10.2235
5.01451,,-2.58837
5.01801,,-7.80505
5.02151,,-2.56261
5.02501,,-4.09941
5.02851,,2.47845
5.03202,,1.37
5.03552,,-0.610095
5.03902,,-3.07509
5.04252,,4.27151
5.04602,,1.16949
5.04952,,5.24589
5.05303,,2.65837
5.05653,,-7.45236
5.06003,,3.98063
5.06353,,11.1199
5.06703,,7.19393
5.07054,,8.84866
5.07404,,-0.117474
5.07754,,1.0309
5.08104,,12.8716
5.08454,,8.20456
5.08804,,8.53896
5.09155,,6.71797
5.09505,,6.95967
5.09855,,-7.37777
5.10205,,6.21101
5.10555,,5.73635
5.10905,,-3.16128
5.11256,,2.39276
5.11606,,1.66583
5.11956,,6.70598
5.12306,,0.743922
5.12656,,2.68852
5.13007,,4.53727
5.13357,,2.54564
5.13707,,-4.3497
5.14057,,6.96192
5.14407,,11.0465
5.14757,,3.58224
5.15108,,-4.58155
5.15458,,2.61315
5.15808,,10.6569
5.16158,,-1.58433
5.16508,,7.19114
5.16858,,1.52223
5.17209,,4.13485
5.17559,,10.1141
5.17909,,-0.0483717
5.18259,,1.11368
5.18609,,2.82329
5.18959,,4.18625
5.1931,,-4.08555
5.1966,,17.2663
5.2001,,12.0769
5.2036,,17.3677
5.2071,,12.9743
5.21061,,18.0226
5.21411,,-3.76572
5.21761,,3.91984
5.22111,,1.30942
5.22461,,2.448
5.22811,,6.49381
5.23162,,6.01384
5.23512,,-11.7888
5.23862,,-5.16257
5.24212,,3.47415
5.24562,,12.3891
5.24912,,7.78518
5.25263,,3.91496
5.25613,,4.84352
5.25963,,-3.80073
5.26313,,8.05178
5.26663,,6.07661
5.27014,,2.62104
5.27364,,-6.66691
5.27714,,-1.48796
5.28064,,2.24932
5.28414,,-0.139148
5.28764,,5.61858
5.29115,,2.35817
5.29465,,6.1907
5.29815,,-6.68459
5.30165,,-13.4738
5.30515,,-3.72157
5.30865,,2.94415
5.31216,,4.76811
5.31566,,1.08793
5.31916,,-1.58614
5.32266,,2.69564
5.32616,,3.65426
5.32966,,-5.71564
5.33317,,0.843396
5.33667,,-6.58996
5.34017,,6.21366
5.34367,,-0.577862
5.34717,,-12.0267
5.35068,,8.02536
5.35418,,-1.60991
5.35768,,-6.91885
5.36118,,-6.90903
5.36468,,3.93247
5.36818,,-0.42546
5.37169,,2.41154
5.37519,,-0.242751
5.37869,,0.52736
5.38219,,-5.45559
5.38569,,0.755373
5.38919,,-2.81779
5.3927,,0.572368
5.3962,,-7.91647
5.3997,,-2.76677
5.4032,,-6.12617
5.4067,,-15.9451
5.41021,,-4.15677
5.41371,,-9.08662
5.41721,,-4.44075
5.42071,,-8.36469
5.42421,,0.794264
5.42771,,-2.55493
5.43122,,-3.49861
5.43472,,0.837412
5.43822,,-1.65765
5.44172,,-8.9661
5.44522,,-4.05052
5.44872,,-6.88046
5.45223,,-3.83743
5.45573,,-1.6202
5.45923,,4.93907
5.46273,,-0.882447
5.46623,,-0.552809
5.46973,,2.56851
5.47324,,-4.25879
5.47674,,0.878732
5.48024,,-10.9519
5.48374,,0.164026
5.48724,,-3.00017
5.49075,,-4.70577
5.49425,,3.39859
5.49775,,1.26147
5.50125,,-8.05027
5.50475,,-9.09172
5.50825,,-5.45518
5.51176,,-7.7467
5.51526,,-4.19671
5.51876,,-0.619237
5.52226,,7.35658
5.52576,,-3.61908
5.52926,,-6.83473
5.53277,,2.44506
5.53627,,-0.763826
5.53977,,-1.35926
5.54327,,-1.02758
5.54677,,-4.59899
5.55028,,-1.32101
5.55378,,-2.71831
5.55728,,5.92071
5.56078,,1.47728
5.56428,,-3.07898
5.56778,,11.8206
5.57129,,-4.50375
5.57479,,-2.44273
5.57829,,0.899532
5.58179,,-10.1732
5.58529,,-1.7604
5.58879,,2.28271
5.5923,,6.47898
5.5958,,-1.58216
5.5993,,0.00190758
5.6028,,8.37301
5.6063,,-1.95073
5.6098,,4.56151
5.61331,,-0.366764
5.61681,,1.77396
5.62031,,-2.62378
5.62381,,-0.247478
5.62731,,-6.6255
5.63082,,0.589776
5.63432,,-5.68626
5.63782,,-16.2077
5.64132,,1.23004
5.64482,,-2.1936
5.64832,,1.56294
5.65183,,-4.75504
5.65533,,0.884981
5.65883,,0.837488
5.66233,,-2.17876
5.66583,,1.46885
5.66933,,6.34931
5.67284,,3.60328
5.67634,,-1.13363
5.67984,,-0.0452539
5.68334,,-1.12094
5.68684,,1.88487
5.69035,,-10.52
5.69385,,6.57294
5.69735,,7.74479
5.70085,,-0.385204
5.70435,,-6.95978
5.70785,,9.91656
5.71136,,-1.36231
5.71486,,7.79598
5.71836,,2.96369
5.72186,,1.63727
5.72536,,-9.30828
5.72886,,-3.59219
5.73237,,-4.89781
5.73587,,5.35308
5.73937,,2.79631
5.74287,,-4.39317
5.74637,,0.428016
5.74987,,2.19597
5.75338,,-5.55153
5.75688,,1.49717
5.76038,,8.98177
5.76388,,3.76157
5.76738,,3.09395
5.77089,,2.02611
5.77439,,0.97445
5.77789,,0.945659
5.78139,,4.88038
5.78489,,1.4287
5.78839,,-1.38099
5.7919,,3.76557
5.7954,,1.20547
5.7989,,-0.847101
5.8024,,-1.44451
5.8059,,9.61329
5.8094,,-2.95287
5.81291,,-2.73189
5.81641,,-8.61051
5.81991,,-8.08004
5.82341,,-5.83248
5.82691,,-0.318086
5.83042,,4.29346
5.83392,,-0.449714
5.83742,,4.68631
5.84092,,-0.0935442
5.84442,,7.01382
5.84792,,2.44524
5.85143,,-2.93046
5.85493,,0.262981
5.85843,,0.982715
5.86193,,7.03644
5.86543,,-1.93643
5.86893,,0.00331963
5.87244,,-9.18811
5.87594,,-2.42903
5.87944,,6.79863
5.88294,,4.51746
5.88644,,-9.93018
5.88994,,2.45015
5.89345,,0.766734
5.89695,,0.689359
5.90045,,10.0203
5.90395,,7.72002
5.90745,,7.4607
5.91096,,2.64604
5.91446,,-2.31403
5.91796,,-6.929
5.92146,,-2.65654
5.92496,,2.88809
5.92846,,-4.1299
5.93197,,4.33173
5.93547,,-1.93621
5.93897,,-1.60722
5.94247,,-0.128375
5.94597,,9.82116
5.94947,,-5.59916
5.95298,,-0.203983
5.95648,,-3.10445
5.95998,,-5.81072
5.96348,,-4.16898
5.96698,,-2.12085
5.97049,,-8.43072
5.97399,,-3.46439
5.97749,,-3.58753
5.98099,,4.82357
5.98449,,-0.489028
5.98799,,-8.70398
5.9915,,4.89707
5.995,,7.90786
5.9985,,-13.3814
6.002,,7.93588
6.0055,,8.10538
6.009,,5.82471
6.01251,,1.60814
6.01601,,7.20995
6.01951,,-2.92591
6.02301,,-6.65274
6.02651,,-9.01686
6.03002,,3.49829
6.03352,,-3.38776
6.03702,,-10.0444
6.04052,,-0.265127
6.04402,,-10.2643
6.04752,,-2.71963
6.05103,,7.73829
6.05453,,0.926782
6.05803,,0.439798
6.06153,,-4.19832
6.06503,,8.89888
6.06853,,-3.5718
6.07204,,-2.37101
6.07554,,2.30861
6.07904,,-2.49778
6.08254,,-0.472158
6.08604,,6.1876
6.08954,,-0.0720453
6.09305,,-3.29763
6.09655,,5.50288
6.10005,,6.35587
6.10355,,-0.677146
6.10705,,-5.20714
6.11056,,11.4001
6.11406,,1.35753
6.11756,,8.72187
6.12106,,-0.983583
6.12456,,0.786977
6.12806,,-0.861129
6.13157,,-9.14392
6.13507,,-3.04203
6.13857,,-5.85391
6.14207,,-3.29487
6.14557,,-1.53545
6.14907,,-7.70005
6.15258,,2.92803
6.15608,,-4.24145
6.15958,,-0.349542
6.16308,,-1.64295
6.16658,,-5.24393
6.17009,,7.8305
6.17359,,8.54388
6.17709,,6.33997
6.18059,,-8.23346
6.18409,,3.64355
6.18759,,-2.76504
6.1911,,2.24834
6.1946,,-0.220573
6.1981,,-0.420185
6.2016,,2.41236
6.2051,,-3.6864
6.2086,,3.4234
6.21211,,-2.78368
6.21561,,0.148407
6.21911,,4.09693
6.22261,,5.23436
6.22611,,-0.503138
6.22961,,-2.27038
6.23312,,-0.955717
6.23662,,1.38235
6.24012,,-3.5978
6.24362,,3.58479
6.24712,,-5.09153
6.25063,,-0.753159
6.25413,,2.38153
6.25763,,-2.12852
6.26113,,4.95089
6.26463,,1.10932
6.26813,,3.44795
6.27164,,-9.33121
6.27514,,-2.93427
6.27864,,0.634718
6.28214,,5.47381
6.28564,,-1.26933
6.28914,,1.11496
6.29265,,6.66235
6.29615,,2.03603
6.29965,,7.7993
6.30315,,5.76205
6.30665,,-10.9921
6.31016,,-1.61906
6.31366,,7.62038
6.31716,,12.5484
6.32066,,-0.261076
6.32416,,9.01203
6.32766,,-7.86614
6.33117,,-0.642117
6.33467,,2.63065
6.33817,,4.5932
6.34167,,-5.18377
6.34517,,5.18471
6.34867,,-3.13245
6.35218,,-1.20548
6.35568,,3.23944
6.35918,,-0.217673
6.36268,,1.19374
6.36618,,2.7229
6.36968,,5.28166
6.37319,,-1.99585
6.37669,,1.93449
6.38019,,-4.6021
6.38369,,2.25206
6.38719,,-2.88376
6.3907,,-3.31135
6.3942,,-4.02327
6.3977,,-4.66075
6.4012,,1.51471
6.4047,,6.99659
6.4082,,-2.11225
6.41171,,5.2864
6.41521,,-5.68105
6.41871,,-8.4077
6.42221,,5.49542
6.42571,,1.14457
6.42921,,-9.18718
6.43272,,-4.45326
6.43622,,-11.6929
6.43972,,3.24092
6.44322,,-3.65075
6.44672,,-3.05889
6.45023,,1.8796
6.45373,,-5.46119
6.45723,,-8.42517
6.46073,,-4.28087
6.46423,,1.92459
6.46773,,-2.76569
6.47124,,0.169184
6.47474,,-1.0903
6.47824,,1.86697
6.48174,,2.30923
6.48524,,8.92495
6.48874,,-0.687475
6.49225,,0.00814011
6.49575,,-12.2879
6.49925,,-0.632478
6.50275,,1.58886
6.50625,,9.9385
6.50975,,1.2209
6.51326,,4.10022
6.51676,,6.18083
6.52026,,2.00062
6.52376,,-1.6069
6.52726,,1.90672
6.53077,,-5.43266
6.53427,,3.68261
6.53777,,4.40027
6.54127,,2.76399
6.54477,,0.078388
6.54827,,-0.954834
6.55178,,7.70336
6.55528,,-4.26821
6.55878,,2.43175
6.56228,,-2.74495
6.56578,,3.65613
6.56928,,-4.30675
6.57279,,0.142091
6.57629,,-4.05697
6.57979,,-1.5541
6.58329,,0.382147
6.58679,,0.854476
6.5903,,-6.0321
6.5938,,2.45307
6.5973,,-6.17994
6.6008,,0.0768471
6.6043,,8.92372
6.6078,,2.99717
6.61131,,-4.61748
6.61481,,2.33536
6.61831,,0.118774
6.62181,,-5.02069
6.62531,,-1.05804
6.62881,,8.00352
6.63232,,1.21676
6.63582,,-5.17482
6.63932,,-6.12488
6.64282,,2.3099
6.64632,,-7.32931
6.64982,,3.71085
6.65333,,5.01784
6.65683,,-7.14542
6.66033,,0.189378
6.66383,,2.91382
6.66733,,1.05884
6.67084,,6.15279
6.67434,,8.2145
6.67784,,0.209276
6.68134,,5.73894
6.68484,,-1.02783
6.68834,,-3.62525
6.69185,,4.70702
6.69535,,-5.90948
6.69885,,-4.74315
6.70235,,-1.15909
6.70585,,-1.91005
6.70935,,0.804948
6.71286,,3.25263
6.71636,,-3.04886
6.71986,,0.724627
6.72336,,-9.89495
6.72686,,2.68215
6.73037,,4.51523
6.73387,,-3.08184
6.73737,,-3.07713
6.74087,,0.0736027
6.74437,,-3.53317
6.74787,,3.85261
6.75138,,8.09442
6.75488,,-5.54109
6.75838,,-4.98626
6.76188,,-0.201465
6.76538,,-8.66569
6.76888,,-8.02295
6.77239,,-1.27723
6.77589,,1.89743
6.77939,,0.359179
6.78289,,-8.47623
6.78639,,-3.04654
6.78989,,-9.90622
6.7934,,-3.01022
6.7969,,5.80875
6.8004,,1.17733
6.8039,,4.73382
6.8074,,0.193343
6.81091,,-0.305721
6.81441,,-7.41496
6.81791,,-0.0548225
6.82141,,5.77101
6.82491,,5.78835
6.82841,,-2.85149
6.83192,,3.27876
6.83542,,4.31779
6.83892,,3.01492
6.84242,,-0.0110632
6.84592,,4.38513
6.84942,,-4.3271
6.85293,,7.45465
6.85643,,5.4149
6.85993,,-3.12484
6.86343,,3.90592
6.86693,,1.85746
6.87044,,-7.26603
6.87394,,-0.422366
6.87744,,1.19883
6.88094,,-2.55163
6.88444,,-9.3432
6.88794,,-1.26017
6.89145,,-3.6873
6.89495,,-0.850836
6.89845,,-2.84928
6.90195,,1.76718
6.90545,,0.755536
6.90895,,3.2108
6.91246,,4.71598
6.91596,,0.646679
6.91946,,12.2609
6.92296,,0.903191
6.92646,,5.94591
6.92996,,-0.487887
6.93347,,-2.68928
6.93697,,2.43848
6.94047,,-1.64665
6.94397,,0.112854
6.94747,,-0.729665
6.95098,,-4.48142
6.95448,,2.08199
6.95798,,4.55997
6.96148,,11.4224
6.96498,,-8.76665
6.96848,,0.780822
6.97199,,-9.60026
6.97549,,-2.02409
6.97899,,-3.54605
6.98249,,-4.80894
6.98599,,-12.977
6.98949,,6.78266
6.993,,2.82917
6.9965,,-7.61362
7,,1.6427
